Animal,runno,Day,Acq Number,genotype,sex,age,age_group,Pool time,Pool Distance,NW Time,NW Distance,NE Time,NE Distance,SE Time,SE Distance,SW Time,SW Distance,NormSWTime,NormSWDist,Average Pool Speed,Average SW Speed
161107_1,N54716/N54915,Day1,1,4,F,383,old,46.6,44.442,17,13.175,0,0,6.6,6.883,22.9,24.384,0.491416309,0.5486701769,0.9536909871,1.0648034934
161107_2,N54714/N54916,Day1,1,4,F,383,old,16.1,12.126,0,0,0,0,0,0,16.1,12.126,1,1,0.7531677019,0.7531677019
161107_3,N54717,Day1,1,4,F,383,old,17.9,18.714,6.3,6.915,0,0,2.3,3.343,9.2,8.456,0.5139664804,0.4518542268,1.0454748603,0.9191304348
161107_4,N54715/N54917,Day1,1,4,M,379,old,60,92.751,25.8,32.25,12.9,25.597,9.6,16.092,11.8,18.812,0.1966666667,0.2028226111,1.54585,1.5942372881
161107_5,N54718//N54721,Day1,1,4,M,379,old,46.6,96.192,14.3,27.235,7.1,18.78,7.9,20.943,17.4,29.235,0.3733905579,0.3039234032,2.0642060086,1.6801724138
161107_6,N54719,Day1,1,4,M,379,old,60,94.652,19.9,30.939,17.2,29.005,9.9,15.666,13,19.042,0.2166666667,0.2011790559,1.5775333333,1.4647692308
161107_7,N54720,Day1,1,4,M,379,old,6.9,6.03,1.9,2.163,0,0,0,0,5.1,3.867,0.7391304348,0.6412935323,0.8739130435,0.7582352941
161107_8,N54722,Day1,1,4,M,379,old,60,131.162,16,33.594,16.4,35.199,13.8,33.266,13.8,29.103,0.23,0.2218859121,2.1860333333,2.1089130435
170123_1,N54760/N54754/N54755,Day1,1,0,F,400,old,60,120.281,10.9,20.418,14.6,30.972,19.7,41.001,14.8,27.891,0.2466666667,0.2318820096,2.0046833333,1.884527027
170123_2,N54757/N54759,Day1,1,0,F,400,old,60,105.861,15.9,22.155,18,33.135,21.8,41.132,4.3,9.439,0.0716666667,0.0891640925,1.76435,2.1951162791
170123_3,N54765,Day1,1,0,F,400,old,60,89.474,25.3,28.317,12,18.19,20,36.937,2.7,6.03,0.045,0.0673938798,1.4912333333,2.2333333333
170123_4,N54766,Day1,1,4,M,396,old,34.6,34.282,27.6,29.53,1.5,0.918,0,0,5.5,3.835,0.1589595376,0.1118662855,0.9908092486,0.6972727273
170123_5,N54770,Day1,1,4,M,396,old,60,57.551,51.4,48.834,4.6,4.326,0,0,4,4.392,0.0666666667,0.0763149207,0.9591833333,1.098
170123_6,N54761,Day1,1,4,F,396,old,60,54.471,48.6,38.969,7.3,9.177,4.2,6.325,0,0,0,0,0.90785,
170123_7,N54762,Day1,1,4,F,396,old,60,83.279,33.6,43.196,14.4,21.795,6.5,8.456,5.5,9.832,0.0916666667,0.1180609758,1.3879833333,1.7876363636
170123_8,N54763,Day1,1,4,F,396,old,60,85.934,34.5,44.835,11,15.568,4.8,8.62,9.7,16.911,0.1616666667,0.1967905602,1.4322333333,1.7434020619
170123_9,N54764,Day1,1,4,F,396,old,30.7,41.361,12.8,14.552,3.5,6.096,6.9,11.799,7.6,8.915,0.2475570033,0.2155412103,1.3472638436,1.1730263158
170123_10,N54771,Day1,1,3,F,388,old,27.1,43.524,17,30.677,4.4,9.242,0,0,5.7,3.605,0.2103321033,0.0828278651,1.6060516605,0.6324561404
170123_11,N54772,Day1,1,3,F,388,old,60,94.127,27.4,38.379,11.4,16.322,8.6,14.781,12.5,24.646,0.2083333333,0.2618377299,1.5687833333,1.97168
170123_12,,Day1,1,3,F,388,old,60,116.053,20.5,36.74,14.4,28.972,11.2,22.09,13.9,28.251,0.2316666667,0.2434318803,1.9342166667,2.0324460432
170206_1,N54798,Day1,1,3,F,394,old,60,52.668,37,21.369,23,31.299,0,0,0,0,0,0,0.8778,
170206_2,N54805/N54800,Day1,1,3,F,394,old,60,78.429,31,37.002,12.1,15.601,7.8,10.488,9.1,15.338,0.1516666667,0.1955654159,1.30715,1.6854945055
170206_3,N54801,Day1,1,3,M,393,old,60,88.294,20,32.873,0,0,10.6,14.847,29.4,40.574,0.49,0.4595329241,1.4715666667,1.3800680272
170206_4,N54802,Day1,1,3,M,393,old,26,27.891,20,21.434,0,0,0.8,1.639,5.2,4.818,0.2,0.1727438959,1.0727307692,0.9265384615
170206_5,N54803,Day1,1,3,M,393,old,60,89.047,31.3,42.934,13.1,24.974,6.2,9.505,9.4,11.635,0.1566666667,0.1306613361,1.4841166667,1.2377659574
170206_6,N54804,Day1,1,3,M,383,old,60,117.233,25.9,47.818,26,49.817,4.6,11.012,3.5,8.587,0.0583333333,0.0732472939,1.9538833333,2.4534285714
170206_7,N54806,Day1,1,3,M,383,old,60,112.35,15.8,27.956,17.4,33.659,17.7,32.905,9.1,17.829,0.1516666667,0.1586915888,1.8725,1.9592307692
170206_8,N54807,Day1,1,3,M,383,old,9.4,1.475,0,0,0,0,0,0,9.4,1.475,1,1,0.1569148936,0.1569148936
170206_9,N54818,Day1,1,0,M,367,old,60,99.044,34.7,50.8,5.1,10.226,5.7,12.651,14.4,25.367,0.24,0.2561184928,1.6507333333,1.7615972222
170206_10,N54824,Day1,1,0,M,367,old,60,116.774,23.7,43.786,9.5,22.418,10.8,20.648,15.9,29.923,0.265,0.2562471098,1.9462333333,1.8819496855
170206_11,N54825,Day1,1,0,M,367,old,60,100.027,15.6,17.043,19.5,36.674,17.1,31.267,7.8,15.043,0.13,0.1503893949,1.6671166667,1.9285897436
170206_12,N54826,Day1,1,0,M,367,old,60,111.367,14.9,27.301,20.7,36.248,14.9,27.465,9.4,20.353,0.1566666667,0.1827561127,1.8561166667,2.165212766
170227_1,N54859,Day1,1,0,F,120,young,60,84.885,23.6,32.938,8.1,15.24,17,18.943,11.3,17.764,0.1883333333,0.2092713671,1.41475,1.5720353982
170227_2,N54860,Day1,1,0,F,120,young,60,98.552,13.1,24.351,28.3,46.572,8.2,15.174,10.4,12.454,0.1733333333,0.1263698352,1.6425333333,1.1975
170227_3,N54861,Day1,1,0,F,120,young,60,103.304,27.4,39.657,9.6,22.254,13.4,21.303,9.5,20.091,0.1583333333,0.1944842407,1.7217333333,2.1148421053
170227_4,N54873,Day1,1,0,F,120,young,60,119.233,23.1,43.622,5.5,10.094,15.3,32.25,16.1,33.266,0.2683333333,0.2789999413,1.9872166667,2.0662111801
170227_5,N54874,Day1,1,0,F,120,young,60,83.574,23.7,35.757,4,10.75,11.3,13.569,20.9,23.499,0.3483333333,0.2811759638,1.3929,1.124354067
170227_6,N54875,Day1,1,0,M,120,young,60,115.005,27.1,50.472,2.6,6.162,3.3,7.767,27.1,50.603,0.4516666667,0.4400069562,1.91675,1.8672693727
170227_7,N54876,Day1,1,0,M,120,young,37,65.155,5.5,14.421,11.7,19.173,4.7,10.258,15.1,21.303,0.4081081081,0.3269587906,1.7609459459,1.410794702
170227_8,N54877,Day1,1,0,M,120,young,60,126.574,20.9,48.178,14.8,24.122,10.9,26.383,13.4,27.891,0.2233333333,0.2203533111,2.1095666667,2.0814179104
170227_9,N54879,Day1,1,0,M,120,young,60,76.987,20,23.663,33.6,40.804,2,4.719,4.3,7.8,0.0716666667,0.1013158066,1.2831166667,1.8139534884
170227_10,N54880,Day1,1,0,M,120,young,60,102.255,10.8,13.077,21.5,37.461,21.2,36.871,6.5,14.847,0.1083333333,0.1451958339,1.70425,2.2841538462
170313_1,N54837,Day1,1,0,F,380,old,60,89.08,24.5,33.856,23.5,29.005,4.5,9.373,7.6,16.846,0.1266666667,0.1891109115,1.4846666667,2.2165789474
170313_2,N54838,Day1,1,0,F,380,old,60,85.868,22.5,28.776,13.4,20.877,14.3,21.369,9.8,14.847,0.1633333333,0.1729049238,1.4311333333,1.515
170313_3,N54843,Day1,1,0,M,380,old,60,62.5,27.2,20.091,5.6,5.998,18.6,19.304,8.7,17.108,0.145,0.273728,1.0416666667,1.9664367816
170313_4,N54844,Day1,1,0,M,380,old,60,99.634,18.8,28.94,15.2,27.137,14,24.712,12.1,18.845,0.2016666667,0.1891422607,1.6605666667,1.5574380165
170313_5,N54856,Day1,1,0,M,380,old,60,88.228,16.3,20.517,12.6,20.254,11.9,20.812,19.2,26.645,0.32,0.3020016321,1.4704666667,1.3877604167
170313_6,N54857,Day1,1,0,M,380,old,46.7,70.759,5.5,9.537,20.5,34.118,6.4,13.241,14.3,13.863,0.3062098501,0.1959185404,1.5151820128,0.9694405594
170313_7,N54858,Day1,1,0,M,380,old,60,105.402,23.7,40.083,9.9,17.501,13.7,24.941,12.7,22.876,0.2116666667,0.2170357299,1.7567,1.8012598425
170501_3,N54891/N54900LRspecific,Day1,1,0,M,381,old,27.1,37.854,10,12.389,7.9,13.044,3.9,8.161,5.4,4.261,0.1992619926,0.1125640619,1.3968265683,0.7890740741
170501_4,N54892,Day1,1,0,F,381,old,60,103.14,22.9,35.789,11,17.829,7.5,14.683,18.6,34.839,0.31,0.3377835951,1.719,1.8730645161
170501_5,N54893,Day1,1,0,M,381,old,60,128.18,19.3,38.379,18.1,37.068,12.3,26.154,10.3,26.58,0.1716666667,0.2073646435,2.1363333333,2.5805825243
170501_6,N54897,Day1,1,0,M,381,old,60,99.306,20.4,33.987,11.4,24.908,13.8,16.354,14.4,24.056,0.24,0.2422411536,1.6551,1.6705555556
170501_7,N54898,Day1,1,0,F,381,old,60,103.37,18.3,29.235,21.2,34.773,13.7,27.629,6.8,11.733,0.1133333333,0.1135048854,1.7228333333,1.7254411765
170501_8,N54899,Day1,1,0,F,381,old,60,114.12,13.5,26.94,17.9,31.693,17,30.906,11.6,24.581,0.1933333333,0.2153960743,1.902,2.1190517241
161107_1,N54716/N54915,Day1,2,4,F,383,old,60,85.016,11.5,20.418,9.5,14.29,17.4,25.334,21.6,24.974,0.36,0.2937564694,1.4169333333,1.1562037037
161107_2,N54714/N54916,Day1,2,4,F,383,old,19.9,12.979,0,0,0,0,3.4,4.228,16.5,8.751,0.8291457286,0.6742430079,0.6522110553,0.5303636364
161107_3,N54717,Day1,2,4,F,383,old,60,99.994,12.5,19.992,5,9.505,11.2,18.157,31.3,52.34,0.5216666667,0.5234314059,1.6665666667,1.6722044728
161107_4,N54715/N54917,Day1,2,4,M,379,old,20.5,16.19,2.2,5.408,0.8,1.606,0.3,0.95,17.1,8.226,0.8341463415,0.5080914145,0.7897560976,0.4810526316
161107_5,N54718//N54721,Day1,2,4,M,379,old,30.1,48.276,3.4,7.505,4,8.718,7.7,14.421,15,17.633,0.4983388704,0.3652539564,1.6038538206,1.1755333333
161107_6,N54719,Day1,2,4,M,379,old,60,95.209,14.5,22.09,18.6,28.677,12.6,20.418,14.2,24.023,0.2366666667,0.2523185833,1.5868166667,1.6917605634
161107_7,N54720,Day1,2,4,M,379,old,44.4,65.155,3.2,4.851,13.8,18.255,15.7,26.875,11.6,15.174,0.2612612613,0.2328907989,1.467454955,1.3081034483
161107_8,N54722,Day1,2,4,M,379,old,4.5,3.212,0,0,0,0,0,0,4.5,3.212,1,1,0.7137777778,0.7137777778
170123_1,N54760/N54754/N54755,Day1,2,0,F,400,old,60,101.174,12,20.844,10.6,21.828,5.1,10.619,32.4,47.883,0.54,0.473273766,1.6862333333,1.4778703704
170123_2,N54757/N54759,Day1,2,0,F,400,old,31.1,42.803,7.3,9.177,3.7,7.735,6,11.602,14,14.29,0.4501607717,0.3338551036,1.3763022508,1.0207142857
170123_3,N54765,Day1,2,0,F,400,old,60,107.729,22.5,36.052,17.9,31.463,10.4,22.123,9.2,18.091,0.1533333333,0.1679306408,1.7954833333,1.9664130435
170123_4,N54766,Day1,2,4,M,396,old,57.7,59.485,0,0,0,0,30.4,39.263,27.3,20.222,0.4731369151,0.3399512482,1.0309358752,0.7407326007
170123_5,N54770,Day1,2,4,M,396,old,23.2,8.915,0,0,0,0,0,0,23.2,8.915,1,1,0.3842672414,0.3842672414
170123_6,N54761,Day1,2,4,F,396,old,60,36.347,14.1,12.192,0,0,0,0,45.9,24.155,0.765,0.6645665392,0.6057833333,0.5262527233
170123_7,N54762,Day1,2,4,F,396,old,33.4,34.577,10.7,14.093,2.3,2.655,2.1,3.441,18.3,14.388,0.5479041916,0.4161147584,1.035239521,0.7862295082
170123_8,N54763,Day1,2,4,F,396,old,38.1,36.379,0,0,0,0,0.1,0,37.9,36.379,0.9947506562,1,0.9548293963,0.9598680739
170123_9,N54764,Day1,2,4,F,396,old,8.2,5.637,0,0,0,0,0,0,8.2,5.637,1,1,0.6874390244,0.6874390244
170123_10,N54771,Day1,2,3,F,388,old,18.7,29.235,5.4,8.718,2.7,5.932,1.2,2.655,9.5,11.93,0.5080213904,0.4080725158,1.563368984,1.2557894737
170123_11,N54772,Day1,2,3,F,388,old,8.2,4.588,0,0,0,0,0,0,8.2,4.588,1,1,0.5595121951,0.5595121951
170123_12,,Day1,2,3,F,388,old,60,95.832,19.4,30.709,2.8,5.473,9.5,17.6,28.3,42.049,0.4716666667,0.4387782787,1.5972,1.4858303887
170206_1,N54798,Day1,2,3,F,394,old,60,54.077,18,18.714,4.9,5.768,0,0,37.1,29.595,0.6183333333,0.5472751817,0.9012833333,0.7977088949
170206_2,N54805/N54800,Day1,2,3,F,394,old,60,77.183,14.7,19.894,9.7,13.601,17.6,20.91,18,22.778,0.3,0.2951168003,1.2863833333,1.2654444444
170206_3,N54801,Day1,2,3,M,393,old,60,93.505,15.2,21.828,19.1,31.594,8.9,16.551,16.8,23.532,0.28,0.2516656863,1.5584166667,1.4007142857
170206_4,N54802,Day1,2,3,M,393,old,60,82.427,17.2,23.302,0,0,7.2,13.601,35.6,45.523,0.5933333333,0.5522826258,1.3737833333,1.2787359551
170206_5,N54803,Day1,2,3,M,393,old,4.3,2.327,0,0,0,0,0,0,4.3,2.327,1,1,0.5411627907,0.5411627907
170206_6,N54804,Day1,2,3,M,383,old,60,87.245,13.7,22.876,14.5,23.597,10.2,17.862,21.5,22.909,0.3583333333,0.2625823829,1.4540833333,1.0655348837
170206_7,N54806,Day1,2,3,M,383,old,60,95.602,24,40.542,11,18.681,8.2,14.355,16.9,22.024,0.2816666667,0.2303717495,1.5933666667,1.3031952663
170206_8,N54807,Day1,2,3,M,383,old,51.1,,0,0,0,0,0,0,51.1,0,1,,,0
170206_9,N54818,Day1,2,0,M,367,old,14.1,12.716,0,0,0,0,0,0,14.1,12.716,1,1,0.9018439716,0.9018439716
170206_10,N54824,Day1,2,0,M,367,old,60,100.256,4.9,9.144,4,8.98,12.5,23.925,38.6,58.207,0.6433333333,0.5805837057,1.6709333333,1.5079533679
170206_11,N54825,Day1,2,0,M,367,old,60,109.531,23.3,41.656,13.6,25.531,10.5,19.468,12.6,22.876,0.21,0.2088541144,1.8255166667,1.8155555556
170206_12,N54826,Day1,2,0,M,367,old,60,99.732,22.4,41.787,18.2,24.253,4.2,8.456,15.2,25.236,0.2533333333,0.2530381422,1.6622,1.6602631579
170227_1,N54859,Day1,2,0,F,120,young,3.2,0.262,0,0,0,0,0,0,3.2,0.262,1,1,0.081875,0.081875
170227_2,N54860,Day1,2,0,F,120,young,60,100.355,23.9,39.329,22.6,39.493,7.3,10.75,6.2,10.783,0.1033333333,0.1074485576,1.6725833333,1.7391935484
170227_3,N54861,Day1,2,0,F,120,young,34.8,66.794,8,18.845,6.3,13.208,2.6,7.014,17.9,27.727,0.5143678161,0.4151121358,1.9193678161,1.5489944134
170227_4,N54873,Day1,2,0,F,120,young,24.2,35.855,3.2,7.309,2.7,5.899,0,0,18.4,22.647,0.7603305785,0.6316273881,1.4816115702,1.2308152174
170227_5,N54874,Day1,2,0,F,120,young,6.6,5.178,0,0,0,0,0,0,6.6,5.178,1,1,0.7845454545,0.7845454545
170227_6,N54875,Day1,2,0,M,120,young,5.3,3.409,0,0,0,0,0,0,5.3,3.409,1,1,0.6432075472,0.6432075472
170227_7,N54876,Day1,2,0,M,120,young,6.6,3.179,0,0,0,0,0,0,6.6,3.179,1,1,0.4816666667,0.4816666667
170227_8,N54877,Day1,2,0,M,120,young,52.3,69.875,18.3,25.269,0,0,5,7.407,29,37.199,0.5544933078,0.5323649374,1.336042065,1.2827241379
170227_9,N54879,Day1,2,0,M,120,young,9.8,9.832,0,0,0,0,0,0,9.8,9.832,1,1,1.0032653061,1.0032653061
170227_10,N54880,Day1,2,0,M,120,young,60,102.977,24.2,45.196,16.8,24.548,8.5,14.945,10.4,18.288,0.1733333333,0.1775930548,1.7162833333,1.7584615385
170313_1,N54837,Day1,2,0,F,380,old,50.1,82.132,14.4,24.646,8.8,14.453,10.3,22.319,16.6,20.713,0.3313373253,0.252191594,1.6393612774,1.2477710843
170313_2,N54838,Day1,2,0,F,380,old,60,94.062,19.7,31.332,6.9,16.059,13.7,22.057,19.8,24.613,0.33,0.2616678361,1.5677,1.2430808081
170313_3,N54843,Day1,2,0,M,380,old,60,71.644,25.9,29.988,10.4,16.125,11.3,17.731,12.4,7.8,0.2066666667,0.1088716431,1.1940666667,0.6290322581
170313_4,N54844,Day1,2,0,M,380,old,25,28.907,4.9,7.8,1.8,4.13,4.8,8.456,13.5,8.521,0.54,0.2947728924,1.15628,0.6311851852
170313_5,N54856,Day1,2,0,M,380,old,60,94.75,22.6,33.823,18.6,30.939,7.5,12.782,11.3,17.206,0.1883333333,0.1815936675,1.5791666667,1.5226548673
170313_6,N54857,Day1,2,0,M,380,old,3.2,0.524,0,0,0,0,0,0,3.2,0.524,1,1,0.16375,0.16375
170313_7,N54858,Day1,2,0,M,380,old,60,104.222,20,32.709,8.8,16.256,15.4,29.792,15.8,25.466,0.2633333333,0.2443438046,1.7370333333,1.6117721519
170501_3,N54891/N54900LRspecific,Day1,2,0,M,381,old,21.9,36.15,0.2,0.262,4.3,9.078,3.9,8.292,13.5,18.517,0.6164383562,0.5122268326,1.6506849315,1.3716296296
170501_4,N54892,Day1,2,0,F,381,old,6.3,8.554,2.7,6.162,0,0,0,0,3.6,2.393,0.5714285714,0.2797521627,1.3577777778,0.6647222222
170501_5,N54893,Day1,2,0,M,381,old,34.5,56.634,12.7,23.892,10.8,21.533,3,6.555,7.9,4.654,0.2289855072,0.0821767843,1.6415652174,0.5891139241
170501_6,N54897,Day1,2,0,M,381,old,8,6.883,0,0,0,0,0,0,8,6.883,1,1,0.860375,0.860375
170501_7,N54898,Day1,2,0,F,381,old,60,115.431,26.3,48.637,9.6,19.763,12.1,23.139,11.9,23.892,0.1983333333,0.2069807937,1.92385,2.0077310924
170501_8,N54899,Day1,2,0,F,381,old,56.8,107.204,8.8,18.452,6.3,11.635,21.2,42.18,20.5,34.937,0.360915493,0.3258926906,1.8873943662,1.7042439024
161107_1,N54716/N54915,Day1,3,4,F,383,old,39.8,36.347,1.6,3.114,23.5,16.387,5.6,7.931,9,8.915,0.2261306533,0.2452747132,0.913241206,0.9905555556
161107_2,N54714/N54916,Day1,3,4,F,383,old,60,,0,0,0,0,60,0,0,0,0,,,
161107_3,N54717,Day1,3,4,F,383,old,58.6,69.449,17.6,21.565,36.5,45.786,0,0,4.5,2.098,0.0767918089,0.0302092183,1.1851365188,0.4662222222
161107_4,N54715/N54917,Day1,3,4,M,379,old,60,107.827,24.4,50.669,10.7,21.926,15.9,16.125,8.9,19.107,0.1483333333,0.1772005156,1.7971166667,2.1468539326
161107_5,N54718//N54721,Day1,3,4,M,379,old,59.5,83.771,14.2,23.794,15.3,24.318,17.9,18.55,12,17.108,0.2016806723,0.2042234186,1.4079159664,1.4256666667
161107_6,N54719,Day1,3,4,M,379,old,60,81.214,9.3,13.929,35.4,49.325,12.4,13.208,2.8,4.752,0.0466666667,0.0585120792,1.3535666667,1.6971428571
161107_8,N54722,Day1,3,4,M,379,old,33.5,41.132,16.4,10.127,3.9,7.931,2.7,7.178,10.4,15.895,0.3104477612,0.3864387825,1.2278208955,1.5283653846
170123_1,N54760/N54754/N54755,Day1,3,0,F,400,old,60,98.716,17.1,28.481,11.8,23.663,24.9,35.363,6.1,11.209,0.1016666667,0.1135479558,1.6452666667,1.8375409836
170123_2,N54757/N54759,Day1,3,0,F,400,old,45.2,69.645,14,25.957,1.4,3.54,17.8,20.713,12,19.435,0.2654867257,0.2790580803,1.5408185841,1.6195833333
170123_3,N54765,Day1,3,0,F,400,old,33.6,42.246,4.7,7.473,2.3,2.458,11.7,15.142,14.8,17.174,0.4404761905,0.4065236946,1.2573214286,1.1604054054
170123_4,N54766,Day1,3,4,M,396,old,60,42.967,0,0,2.2,2.36,45.4,28.153,12.4,12.454,0.2066666667,0.2898503503,0.7161166667,1.0043548387
170123_5,N54770,Day1,3,4,M,396,old,29.7,17.075,0,0,0,0,22.2,12.651,7.5,4.425,0.2525252525,0.2591508053,0.5749158249,0.59
170123_6,N54761,Day1,3,4,F,396,old,60,33.594,6.3,9.111,4.3,2.425,39.5,12.749,9.9,9.308,0.165,0.2770732869,0.5599,0.9402020202
170123_7,N54762,Day1,3,4,F,396,old,60,60.698,6.4,9.373,4.7,9.144,41.4,32.938,7.5,9.242,0.125,0.1522620185,1.0116333333,1.2322666667
170123_8,N54763,Day1,3,4,F,396,old,24.8,21.959,0,0,0,0,19.7,18.124,5,3.835,0.2016129032,0.1746436541,0.8854435484,0.767
170123_9,N54764,Day1,3,4,F,396,old,60,102.419,17.7,33.036,32.2,53.422,6,9.308,4,6.653,0.0666666667,0.0649586503,1.7069833333,1.66325
170123_10,N54771,Day1,3,3,F,388,old,19.6,32.02,0,0,4.2,8.062,8.8,16.551,6.6,7.407,0.3367346939,0.2313241724,1.6336734694,1.1222727273
170123_11,N54772,Day1,3,3,F,388,old,60,93.734,9.7,14.65,27.8,42.115,18.4,30.906,4.1,6.063,0.0683333333,0.0646830392,1.5622333333,1.4787804878
170123_12,,Day1,3,3,F,388,old,11.7,10.422,0,0,0,0,7,8.03,4.8,2.393,0.4102564103,0.2296104395,0.8907692308,0.4985416667
170206_1,N54798,Day1,3,3,F,394,old,60,62.173,14.2,13.896,22.3,29.005,23.5,19.271,0,0,0,0,1.0362166667,
170206_2,N54805/N54800,Day1,3,3,F,394,old,60,87.507,8.6,13.339,16,23.991,20.5,31.07,14.9,19.107,0.2483333333,0.2183482464,1.45845,1.2823489933
170206_3,N54801,Day1,3,3,M,393,old,5.8,6.948,0,0,0,0,1.3,3.212,4.4,3.736,0.7586206897,0.5377086931,1.1979310345,0.8490909091
170206_4,N54802,Day1,3,3,M,393,old,16.5,17.862,0,0,0,0,8.5,11.995,8,5.867,0.4848484848,0.3284626582,1.0825454545,0.733375
170206_5,N54803,Day1,3,3,M,393,old,60,85.311,6,9.177,3.8,7.964,34.6,46.441,15.5,21.729,0.2583333333,0.2547033794,1.42185,1.4018709677
170206_6,N54804,Day1,3,3,M,383,old,60,109.794,13.7,25.105,23.3,40.476,13.9,27.661,9.1,16.551,0.1516666667,0.1507459424,1.8299,1.8187912088
170206_7,N54806,Day1,3,3,M,383,old,60,112.94,9.9,19.402,6.5,12.88,17.8,33.102,25.7,47.555,0.4283333333,0.4210642819,1.8823333333,1.8503891051
170206_8,N54807,Day1,3,3,M,383,old,30.3,39.69,0,0,0,0,11.7,13.798,18.6,25.892,0.6138613861,0.6523557571,1.3099009901,1.3920430108
170206_9,N54818,Day1,3,0,M,367,old,23.4,29.202,0.7,1.016,0.7,1.54,9.5,14.257,12.5,12.389,0.5341880342,0.4242517636,1.2479487179,0.99112
170206_10,N54824,Day1,3,0,M,367,old,60,111.039,8.9,18.026,10.3,20.32,27.1,43.754,13.7,28.94,0.2283333333,0.2606291483,1.85065,2.1124087591
170206_11,N54825,Day1,3,0,M,367,old,60,97.569,15.7,26.121,13.3,21.074,15.9,24.384,15.1,25.99,0.2516666667,0.2663755906,1.62615,1.721192053
170206_12,N54826,Day1,3,0,M,367,old,60,95.57,14.2,23.335,14.9,24.482,12.9,21.369,18,26.383,0.3,0.2760594329,1.5928333333,1.4657222222
170227_1,N54859,Day1,3,0,F,120,young,30.7,8.39,28.6,1.704,0,0,2,6.686,0.1,0,0.003257329,0,0.2732899023,0
170227_2,N54860,Day1,3,0,F,120,young,38.7,60.927,16.4,31.365,4.9,8.947,5.8,4.752,11.6,15.863,0.2997416021,0.2603607596,1.5743410853,1.3675
170227_3,N54861,Day1,3,0,F,120,young,7.7,8.259,0,0,0,0,2.6,4.621,5.1,3.638,0.6623376623,0.4404891633,1.0725974026,0.7133333333
170227_4,N54873,Day1,3,0,F,120,young,3.4,1.082,0,0,0,0,0,0,3.4,1.082,1,1,0.3182352941,0.3182352941
170227_5,N54874,Day1,3,0,F,120,young,4.7,3.146,0,0,0,0,0.3,0.524,4.4,2.622,0.9361702128,0.833439288,0.6693617021,0.5959090909
170227_6,N54875,Day1,3,0,M,120,young,60,126.771,3.4,8.915,5.5,12.421,17.2,37.887,33.9,67.548,0.565,0.5328347966,2.11285,1.9925663717
170227_7,N54876,Day1,3,0,M,120,young,30.3,2.819,0,0,0,0,0,0,30.3,2.819,1,1,0.0930363036,0.0930363036
170227_8,N54877,Day1,3,0,M,120,young,,,0,0,0,0,0,0,0,0,,,,
170227_9,N54879,Day1,3,0,M,120,young,2.7,0.131,0,0,0,0,0,0,2.7,0.131,1,1,0.0485185185,0.0485185185
170227_10,N54880,Day1,3,0,M,120,young,60,95.832,6.5,15.174,9.4,16.485,22.5,31.857,21.5,32.315,0.3583333333,0.3372046915,1.5972,1.5030232558
170313_1,N54837,Day1,3,0,F,380,old,44.5,0,0,0,0,0,0,0,44.5,0,1,,0,0
170313_2,N54838,Day1,3,0,F,380,old,60,11.864,0,0,57.6,0,0,0,2.4,11.864,0.04,1,0.1977333333,4.9433333333
170313_3,N54843,Day1,3,0,M,380,old,60,65.712,5.1,5.801,21.9,24.843,16.2,16.649,16.7,18.419,0.2783333333,0.28029888,1.0952,1.1029341317
170313_4,N54844,Day1,3,0,M,380,old,60,108.909,16.2,29.103,23.9,45.458,16.4,27.661,3.5,6.686,0.0583333333,0.0613907023,1.81515,1.9102857143
170313_5,N54856,Day1,3,0,M,380,old,60,111.826,14.9,24.351,15.6,34.282,20.8,38.313,8.7,14.879,0.145,0.1330549246,1.8637666667,1.7102298851
170313_6,N54857,Day1,3,0,M,380,old,60,85.278,27.3,7.571,3.6,30.316,1.3,17.731,27.8,29.661,0.4633333333,0.3478153803,1.4213,1.066942446
170313_7,N54858,Day1,3,0,M,380,old,60,0,0,0,0,0,60,0,0,0,0,,0,
170501_3,N54891/N54900LRspecific,Day1,3,0,M,381,old,30.5,37.494,4.1,7.014,3.4,6.26,8.1,14.29,14.9,9.931,0.4885245902,0.2648690457,1.2293114754,0.6665100671
170501_4,N54892,Day1,3,0,F,381,old,5.5,4.49,0,0,0,0,0,0,5.5,4.49,1,1,0.8163636364,0.8163636364
170501_5,N54893,Day1,3,0,M,381,old,26.2,40.411,0,0,5.8,11.602,14.8,23.401,5.5,5.408,0.2099236641,0.1338249487,1.5424045802,0.9832727273
170501_6,N54897,Day1,3,0,M,381,old,60,106.025,22.1,35.953,15.2,29.071,9.9,16.944,12.8,24.056,0.2133333333,0.2268898845,1.7670833333,1.879375
170501_7,N54898,Day1,3,0,F,381,old,48.8,88.556,4.7,10.783,11.9,21.86,22.2,41.558,10.1,14.355,0.2069672131,0.1621008176,1.8146721311,1.4212871287
170501_8,N54899,Day1,3,0,F,381,old,60,106.614,12.9,22.254,16.9,29.398,18.1,33.135,12,21.828,0.2,0.2047385897,1.7769,1.819
161107_1,N54716/N54915,Day1,4,4,F,383,old,60,65.024,14.3,12.225,16.4,16.649,13.7,18.321,15.6,17.829,0.26,0.2741910679,1.0837333333,1.1428846154
161107_2,N54714/N54916,Day1,4,4,F,383,old,60,38.739,23.7,11.668,27.1,18.583,9.2,8.489,0,0,0,0,0.64565,
